v,mean_pnl,std_pnl,p10,p25,p50,p75,p90,mean_mult,std_mult,mu,sigma
88,-14847.864539755561,9.094947017729282e-12,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,0.9000000000000002,2.220446049250313e-16,35,8
90,-23506.398759341446,0.0,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,0.9000000000000002,2.220446049250313e-16,35,8
92,-31075.99911381532,0.0,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,0.9000000000000002,2.220446049250313e-16,35,8
94,-38002.46729271334,7.275957614183426e-12,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,0.9000000000000002,2.220446049250313e-16,35,8
96,-44001.233646356646,2.1827872842550278e-11,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,0.9000000000000002,2.220446049250313e-16,35,8
98,-48107.59991138153,7.275957614183426e-12,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,0.9000000000000002,2.220446049250313e-16,35,8
100,-50000.0,0.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,0.9000000000000002,2.220446049250313e-16,35,8
0,25405.56995291893,3738.274257691146,24232.991676237143,24232.991676237143,24232.991676237143,24232.991676237143,24232.991676237143,0.10157959183673469,0.005035866362486657,35,12
2,24248.239640337095,4744.379427027724,22304.86202230891,22304.86202230891,22304.86202230891,22304.86202230891,34109.73745452259,0.10268775510204081,0.006561632640366417,35,12
4,23442.159334671713,5859.469294088861,20385.421049110344,20385.421049110344,20385.421049110344,20385.421049110344,31876.918363250792,0.10434285714285713,0.00832483376067397,35,12
6,23272.737394540265,7260.021822502065,18483.112372107367,18483.112372107367,18483.112372107367,29664.02867775754,29664.02867775754,0.10699387755102038,0.01060118556390117,35,12
8,23770.171702263513,8817.430844711746,16580.80369510439,16580.80369510439,16580.80369510439,27451.13899226427,38321.47428942422,0.11079795918367345,0.013243202778220718,35,12
10,25403.64077505154,10474.011163180361,14699.220725612016,14699.220725612016,25262.358803262934,35825.49688091394,35825.49688091394,0.11654489795918363,0.016188774834863022,35,12
12,27992.642954540144,12227.112802523472,12823.880994434861,23080.84115679156,23080.84115679156,33337.80131914833,43594.76148150496,0.12414489795918363,0.01946252381893851,35,12
14,32384.802769963047,14173.38478827363,10954.827120784415,20906.635630300225,30858.4441398161,40810.252649331844,50762.06115884772,0.1351571428571428,0.02325227624743895,35,12
16,38492.68754643404,16183.150821232037,18757.949702109312,28408.18825679137,38058.4268114733,47708.66536615537,57358.90392083736,0.14971428571428566,0.027379085583043104,35,12
18,46047.05261126539,17983.6438955442,25957.932373766627,35306.60097361475,44655.269573462996,54003.93817331118,72701.27537300761,0.1677367346938775,0.031406666034250165,35,12
20,55732.2609338119,19902.201719178844,32585.652131053546,41636.13455637454,50686.616981695464,68787.58183233738,77838.06425765832,0.19073469387755096,0.035902385127025295,35,12
22,67350.52101018898,21723.454610888923,38631.6711282967,56139.16172154051,64892.9070181624,82400.39761140617,99907.88820465,0.21886938775510204,0.04051621730932228,35,12
24,80777.0709378804,23012.05674388544,52553.667334770216,61011.70175413269,77927.77059285765,94843.83943158266,111759.90827030761,0.25243877551020405,0.04442013714435566,35,12
26,95797.40989827593,24082.986544782463,65350.090098547065,81682.84621869528,98015.60233884357,114348.3584589918,130681.11457914009,0.2914836734693878,0.04814761380935917,35,12
28,111635.55329011608,24972.522065334026,76979.88742517047,92729.33082674202,108478.77422831353,132102.9393306709,139977.6610314566,0.33511632653061224,0.05177511808753243,35,12
30,128094.6797011206,25441.678293306133,95100.83600975265,110274.77964475949,125448.72327976633,148209.6387322765,163383.58236728335,0.38324489795918365,0.054748369899604236,35,12
32,144223.40079423672,25209.300193323696,111527.3457467058,126128.68773510854,140730.02972351137,162632.04270611552,177233.38469451832,0.43434285714285714,0.05637569637728794,35,12
34,159214.6909784156,24519.382880541016,126276.43125219666,140308.3859787397,161356.31806855422,175388.27279509723,189420.22752164028,0.4868530612244898,0.057057831641269874,35,12
36,172849.61154597104,23282.898647110123,139431.38880833075,159637.40361455266,173108.08015203397,186578.75668951526,200049.43322699654,0.5401897959183672,0.056437990541329426,35,12
38,184102.25699982772,21962.257641016728,157357.21097148943,170266.60931990904,183176.0076683286,196085.4060167482,215449.5035393776,0.5921387755102041,0.05555138388520892,35,12
40,192902.2961094711,20243.39286355934,167046.70404154676,179405.2352325245,191763.7664235023,204122.29761448002,216480.82880545774,0.6417836734693876,0.053486028100796265,35,12
42,198663.22542414538,18113.95454773811,175114.07856899058,186923.34170703596,198732.6048450814,210541.86798312678,222351.13112117222,0.6875632653061226,0.05008577249493107,35,12
44,201361.5210511005,15995.076670023696,181659.87009303627,192926.00359300154,204192.1370929668,215458.27059293212,221091.33734291472,0.728530612244898,0.04635913623767208,35,12
46,201399.74543261825,13927.816353002538,181358.09866000144,192087.74961234932,202817.40056469722,213547.05151704513,218911.87699321908,0.7650734693877552,0.042385893270696244,35,12
48,198491.3969924625,11956.800051392609,185119.53118885978,190216.97359945838,200411.85842065557,205509.30083125414,215704.1856524513,0.7958897959183673,0.03829627612028856,35,12
50,193244.70734974596,10064.666419639045,177898.1544405118,187570.22465549377,192406.25976298473,202078.32997796664,206914.36508545763,0.8211979591836734,0.03397847218845424,35,12
52,185880.38982046748,8320.448116621139,174728.59089033198,179303.2186947153,188452.47430348198,193027.10210786536,197601.7299122487,0.8418408163265305,0.029695104540187176,35,12
54,177064.396212835,6695.2340173218345,166496.55680414583,170815.69010697168,179453.9567126234,183773.09001544924,183773.09001544924,0.8583142857142857,0.025308305040835585,35,12
56,166740.714869088,5387.822567204663,157826.53186538513,161891.59850333887,165956.66514129264,170021.73177924636,174086.7984172001,0.870495918367347,0.021639116381395915,35,12
58,155578.90831812937,4169.078857298306,148864.2589975409,152679.40065696617,156494.5423163914,160309.68397581665,160309.68397581665,0.8797551020408164,0.017841170699490635,35,12
60,143771.90636580874,3202.7227909099215,139603.3102920006,143172.31377985002,143172.31377985002,146741.31726769943,146741.31726769943,0.8864163265306123,0.014650966822067553,35,12
62,131488.75831017728,2433.5886068044983,126655.06020402984,129980.33192551744,133305.60364700507,133305.60364700507,133305.60364700507,0.8910795918367348,0.011948514952886055,35,12
64,119133.94874839873,1817.6463525660633,117124.59393083764,117124.59393083764,120212.34624364757,120212.34624364757,120212.34624364757,0.8942979591836737,0.009610828787753165,35,12
66,106544.61324910285,1326.8377050452966,104309.44275269433,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,0.8964734693877554,0.007598311919322833,35,12
68,94246.61394641428,948.7882210350863,91964.68733247882,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,0.8978775510204084,0.005905827672713761,35,12
70,81830.95458455881,669.3074124587524,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,0.8987469387755105,0.004562949498034788,35,12
72,69877.1159774623,467.2407702922423,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,0.8992632653061227,0.0035050264377076428,35,12
74,57929.069691931996,312.83045228047627,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,0.8995938775510207,0.002607456548882585,35,12
76,46487.0180367204,212.91926082409904,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,0.8997632653061228,0.0019855202623502073,35,12
78,35144.679946390796,144.92164111146522,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,0.8998591836734697,0.0015316173570596781,35,12
80,24371.207569298655,87.77267566593366,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,0.8999306122448981,0.0010620954040152502,35,12
82,13748.050399489432,64.54881720131867,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,0.899948979591837,0.0009112536275250879,35,12
84,3808.151712605561,37.77730337525009,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,0.8999755102040818,0.0006318493907924025,35,12
86,-5974.749269531119,25.243168025474144,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,0.8999836734693879,0.0005160320205478883,35,12
88,-14848.42251015969,18.85458814295969,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,0.8999857142857145,0.00048273395361300703,35,12
90,-23506.699140307894,12.011483308949373,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,0.8999897959183675,0.00040803569434963606,35,12
92,-31076.127848515225,6.646584732283166,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,0.8999938775510207,0.00031610261989693415,35,12
94,-38002.52170329252,3.440796999523389,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,0.8999959183673472,0.0002581128449593853,35,12
96,-44001.233646356646,2.1827872842550278e-11,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,0.9000000000000002,2.220446049250313e-16,35,12
98,-48107.59991138153,7.275957614183426e-12,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,0.9000000000000002,2.220446049250313e-16,35,12
100,-50000.0,0.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,0.9000000000000002,2.220446049250313e-16,35,12
0,49388.88610039872,16946.560341711083,24232.991676237143,36352.663786643185,48472.335897049314,60592.00800745528,72711.68011786141,0.1338877551020408,0.022828879665287523,35,20
2,52647.8187113852,18242.43789328162,34109.73745452259,34109.73745452259,45914.61288673636,69524.36375116372,81329.23918337742,0.14196530612244893,0.02522989102399933,35,20
4,56517.561479096505,19615.457236966162,31876.918363250792,43368.41567739131,54859.91299153169,66351.41030567221,77842.90761981266,0.151334693877551,0.02786863663610079,35,20
6,60822.44719252821,20674.189802194793,29664.02867775754,40844.94498340778,63206.77759470811,74387.69390035828,85568.61020600854,0.16182448979591835,0.030188741554064098,35,20
8,65938.91990377106,21783.022588442807,38321.47428942422,49191.809586584044,60062.144883744,81802.81547806383,92673.15077522374,0.17413265306122447,0.03271667114172201,35,20
10,71761.29262108242,22889.727949442517,46388.6349585648,56951.77303621579,67514.91111386672,88641.18726916864,99204.32534681956,0.1881959183673469,0.03537867642412163,35,20
12,78228.66958972275,24077.716659527447,43594.76148150496,64108.68180621842,74365.64196857519,94879.56229328859,105136.52245564529,0.2041081632653061,0.03832573899988814,35,20
14,85442.8698384467,25002.16608120406,50762.06115884772,70665.6781778794,80617.48668739521,100521.10370642683,120424.72072545852,0.22220204081632652,0.04101753259288435,35,20
16,92964.665348156,25609.599291451686,57358.90392083736,76659.38103020142,95959.85813956542,105610.09669424742,124910.57380361148,0.24187142857142857,0.04332700216994673,35,20
18,100812.72185275113,26017.952722448696,63352.60677315942,82049.9439728558,100747.28117255218,119444.6183722486,138141.95557194497,0.26337959183673465,0.04543779652194502,35,20
20,109289.62199595176,26434.352518479653,77838.06425765832,86888.54668297924,104989.51153362115,123090.47638426302,141191.44123490492,0.28734897959183675,0.04768599565481468,35,20
22,117653.91835722672,26863.09991512487,82400.39761140617,99907.88820465,117415.37879789376,134922.8693911376,152430.35998438142,0.3126897959183673,0.05010212294768613,35,20
24,126092.04759391736,27022.94974406195,94843.83943158266,103301.87385094512,128675.97710903262,145592.04594775764,162508.11478648256,0.33991020408163264,0.05216235762999376,35,20
26,134309.028032328,26915.79479598091,98015.60233884357,114348.3584589918,130681.11457914009,155180.24875936247,171513.00487951076,0.36847755102040813,0.05381107076562352,35,20
28,142146.1625198105,26644.378468084,108478.77422831353,124228.2176298851,139977.6610314566,163601.82613381394,179351.26953538545,0.3983734693877551,0.055241350390834186,35,20
30,149370.44542035455,26177.62671644345,117861.75146226288,133035.69509726966,148209.6387322765,163383.58236728335,186144.49781979353,0.4290285714285714,0.05633206952949671,35,20
32,155978.39367877523,25515.31831099704,126128.68773510854,140730.02972351137,155331.37171191417,169932.71370031693,184534.0556887197,0.460630612244898,0.05706004637334498,35,20
34,161555.39642623704,24565.510601283073,133292.4086154682,147324.36334201123,161356.31806855422,175388.27279509723,189420.22752164028,0.4923,0.05716517315703797,35,20
36,166318.0172598598,23387.543451416903,132696.0505395901,152902.06534581204,166372.74188329332,179843.41842077463,193314.0949582559,0.5243571428571429,0.05669165064461722,35,20
38,169828.49661345952,22244.159518583463,137993.1134488601,157357.21097148943,170266.60931990904,183176.0076683286,196085.4060167482,0.556034693877551,0.05626442712851485,35,20
40,172158.50150541493,21069.082478987417,142329.64165959126,160867.43844605787,173225.96963703563,185584.50082801338,197943.03201899113,0.5869755102040816,0.05566762178279313,35,20
42,173228.28686163397,19779.74426967078,145590.92072387706,157400.18386192244,175114.07856899058,186923.34170703596,198732.6048450814,0.617234693877551,0.05469174436138539,35,20
44,173105.35409984385,18288.30717929421,147861.46959314038,159127.60309310563,176026.8033430536,187292.9368430189,198559.07034298417,0.6466346938775509,0.0530056930374214,35,20
46,171596.79870610294,16779.703971996518,149169.14580295773,159898.7967553057,170628.44770765357,181358.09866000144,192087.74961234932,0.6743755102040816,0.051064913813111686,35,20
48,168671.35889046078,15300.467751451995,149437.43431466972,159632.31913586686,169827.20395706402,180022.08877826118,190216.97359945838,0.7003795918367347,0.04900566499905053,35,20
50,164662.5308556975,13872.460038043193,148881.94379556604,153717.978903057,163390.0491180389,173062.11933302085,182734.18954800276,0.724704081632653,0.046833643355365016,35,20
52,159417.31162906086,12463.31382404931,142706.19625964854,151855.4518684152,161004.70747718192,170153.9630859486,174728.59089033198,0.747395918367347,0.044480706055120306,35,20
54,153314.56196392133,11104.285926647968,140581.75698719072,144900.89029001654,153539.15689566827,162177.42350131998,166496.55680414583,0.7685387755102041,0.04197473228944424,35,20
